file	function	registry_key	rule_family	rule_name	input_variant	reference_frame	required_planets	house_conditions	sign_conditions	aspect_conditions	condition_operator	helper_touchpoints	implicit_state_dependency	exception_path	return_shape	implementation_status	resource_binding	evidence_lines	anchor_id
src/jhora/horoscope/chart/yoga.py	sunaphaa_yoga_from_planet_positions	sunaphaa_yoga	general_yoga	sunaphaa_yoga_from_planet_positions	planet_positions	mixed		""""""" BVR-2 If there are planets other than Sun in the 2nd house from Moon, this yoga is present. """""" | h_to_p = utils.get_house_planet_list_from_planet_positions(planet_positions)"			direct				bool	Active	sunaphaa_yoga	src/jhora/horoscope/chart/yoga.py:211-214	YD900
src/jhora/horoscope/chart/yoga.py	sunaphaa_yoga	sunaphaa_yoga	general_yoga	sunaphaa_yoga	chart_1d	mixed		""""""" BVR-2 If there are planets other than Sun in the 2nd house from Moon, this yoga is present. """""" | house_from_yoga_planet = const.HOUSE_2 | p_to_h = utils.get_planet_to_house_dict_from_chart(chart_1d)"			and				tuple	Active	sunaphaa_yoga	src/jhora/horoscope/chart/yoga.py:215-223	YD900
src/jhora/horoscope/chart/yoga.py	sunaphaa_yoga_from_jd_place	sunaphaa_yoga	general_yoga	sunaphaa_yoga_from_jd_place	jd_place	mixed		""""""" BVR-2 If there are planets other than Sun in the 2nd house from Moon, this yoga is present. """""""			direct				bool	Active	sunaphaa_yoga	src/jhora/horoscope/chart/yoga.py:224-227	YD900
src/jhora/horoscope/chart/yoga.py	anaphaa_yoga_from_planet_positions	anaphaa_yoga	general_yoga	anaphaa_yoga_from_planet_positions	planet_positions	mixed		""""""" BVR-3 If there are planets other than Sun in the 12th house from Moon, this yoga is present. """""" | h_to_p = utils.get_house_planet_list_from_planet_positions(planet_positions)"			direct				bool	Active	anaphaa_yoga	src/jhora/horoscope/chart/yoga.py:228-231	YD900
src/jhora/horoscope/chart/yoga.py	anaphaa_yoga	anaphaa_yoga	general_yoga	anaphaa_yoga	chart_1d	mixed		""""""" BVR-3 If there are planets other than Sun in the 12th house from Moon, this yoga is present. """""" | house_from_yoga_planet = const.HOUSE_12 | p_to_h = utils.get_planet_to_house_dict_from_chart(chart_1d)"			and				tuple	Active	anaphaa_yoga	src/jhora/horoscope/chart/yoga.py:232-240	YD900
src/jhora/horoscope/chart/yoga.py	anaphaa_yoga_from_jd_place	anaphaa_yoga	general_yoga	anaphaa_yoga_from_jd_place	jd_place	mixed		""""""" BVR-3 If there are planets other than Sun in the 12th house from Moon, this yoga is present. """""""			direct				bool	Active	anaphaa_yoga	src/jhora/horoscope/chart/yoga.py:241-244	YD900
src/jhora/horoscope/chart/yoga.py	duradhara_yoga	duradhara_yoga	general_yoga	duradhara_yoga	chart_1d	mixed		""""""" BVR-4 Sunaphaa/Duradhara/Dhuradhara Yoga - There is a planet other than Sun in the 2nd and 12th house from Moon. """""""			and				bool	Active	duradhara_yoga	src/jhora/horoscope/chart/yoga.py:245-247	YD900
src/jhora/horoscope/chart/yoga.py	duradhara_yoga_from_planet_positions	duradhara_yoga	general_yoga	duradhara_yoga_from_planet_positions	planet_positions	mixed		""""""" BVR-4 Sunaphaa/Duradhara/Dhuradhara Yoga - There is a planet other than Sun in the 2nd and 12th house from Moon. """""""			and				bool	Active	duradhara_yoga	src/jhora/horoscope/chart/yoga.py:248-252	YD900
src/jhora/horoscope/chart/yoga.py	duradhara_yoga_from_jd_place	duradhara_yoga	general_yoga	duradhara_yoga_from_jd_place	jd_place	mixed		""""""" BVR-4 Sunaphaa/Duradhara/Dhuradhara Yoga - There is a planet other than Sun in the 2nd and 12th house from Moon. """""""			and				bool	Active	duradhara_yoga	src/jhora/horoscope/chart/yoga.py:253-257	YD900
src/jhora/horoscope/chart/yoga.py	kemadruma_yoga_from_planet_positions	kemadruma_yoga	general_yoga	kemadruma_yoga_from_planet_positions	planet_positions	mixed		""""""" BVR-5 Kemadruma Yoga - there are no planets other than Sun in the 1st, 2nd and 12th houses from | h_to_p = utils.get_house_planet_list_from_planet_positions(planet_positions)"			and				bool	Active	kemadruma_yoga	src/jhora/horoscope/chart/yoga.py:258-262	YD900
src/jhora/horoscope/chart/yoga.py	kemadruma_yoga_from_jd_place	kemadruma_yoga	general_yoga	kemadruma_yoga_from_jd_place	jd_place	mixed		""""""" BVR-5 Kemadruma Yoga - there are no planets other than Sun in the 1st, 2nd and 12th houses from"			and				bool	Active	kemadruma_yoga	src/jhora/horoscope/chart/yoga.py:263-267	YD900
src/jhora/horoscope/chart/yoga.py	kemadruma_yoga	kemadruma_yoga	general_yoga	kemadruma_yoga	chart_1d	mixed		- No planets other than Sun in the 1st, 2nd, and 12th houses from Moon | (i.e., in those three houses, allowed occupants among planets are Moon and Sun only; emptiness is also fine). | (i.e., in those four houses, allowed among planets is Moon only; emptiness is also fine).			all+and				bool	Active	kemadruma_yoga	src/jhora/horoscope/chart/yoga.py:268-291	YD900
src/jhora/horoscope/chart/yoga.py	chandra_mangala_yoga_from_planet_positions	chandra_mangala_yoga	general_yoga	chandra_mangala_yoga_from_planet_positions	planet_positions	moon		p_to_h = utils.get_planet_house_dictionary_from_planet_positions(planet_positions) | return p_to_h[const.MARS_ID]==p_to_h[const.MOON_ID]	""""""" BVR-6 Chandra-Mangala Yoga - Moon and Mars are together (in one sign). """""""		and				bool	Active	chandra_mangala_yoga	src/jhora/horoscope/chart/yoga.py:292-295	YD900
src/jhora/horoscope/chart/yoga.py	chandra_mangala_yoga_from_jd_place	chandra_mangala_yoga	general_yoga	chandra_mangala_yoga_from_jd_place	jd_place	moon			""""""" BVR-6 Chandra-Mangala Yoga - Moon and Mars are together (in one sign). """""""		and				bool	Active	chandra_mangala_yoga	src/jhora/horoscope/chart/yoga.py:296-299	YD900
src/jhora/horoscope/chart/yoga.py	chandra_mangala_yoga	chandra_mangala_yoga	general_yoga	chandra_mangala_yoga	chart_1d	moon		p_to_h = utils.get_planet_to_house_dict_from_chart(chart_1d) | return p_to_h[const.MARS_ID]==p_to_h[const.MOON_ID]	""""""" BVR-6 Chandra-Mangala Yoga - Moon and Mars are together (in one sign). """""""		and				bool	Active	chandra_mangala_yoga	src/jhora/horoscope/chart/yoga.py:300-303	YD900
src/jhora/horoscope/chart/yoga.py	adhi_yoga_from_jd_place	adhi_yoga	general_yoga	adhi_yoga_from_jd_place	jd_place	moon		p_to_h = utils.get_planet_house_dictionary_from_planet_positions(planet_positions) | yoga_houses = [const.HOUSE_6,const.HOUSE_7,const.HOUSE_8] | houses_from_moon = [(p_to_h[const.MOON_ID]+mh)%12 for mh in yoga_houses]			all+and				bool	Active	adhi_yoga	src/jhora/horoscope/chart/yoga.py:304-311	YD900
src/jhora/horoscope/chart/yoga.py	adhi_yoga_from_planet_positions	adhi_yoga	general_yoga	adhi_yoga_from_planet_positions	planet_positions	moon		h_to_p = utils.get_house_planet_list_from_planet_positions(planet_positions)			and				bool	Active	adhi_yoga	src/jhora/horoscope/chart/yoga.py:312-315	YD900
src/jhora/horoscope/chart/yoga.py	adhi_yoga	adhi_yoga	general_yoga	adhi_yoga	chart_1d	moon		p_to_h = utils.get_planet_to_house_dict_from_chart(chart_1d) | yoga_houses = [const.HOUSE_6,const.HOUSE_7,const.HOUSE_8] | houses_from_moon = [(p_to_h[const.MOON_ID]+mh)%12 for mh in yoga_houses]			all+and+or				bool	Active	adhi_yoga	src/jhora/horoscope/chart/yoga.py:316-333	YD900
src/jhora/horoscope/chart/yoga.py	ruchaka_yoga_from_planet_positions	ruchaka_yoga	general_yoga	ruchaka_yoga_from_planet_positions	planet_positions	lagna		h_to_p = utils.get_house_planet_list_from_planet_positions(planet_positions)			and+or				bool	Active	ruchaka_yoga	src/jhora/horoscope/chart/yoga.py:335-338	YD900
src/jhora/horoscope/chart/yoga.py	ruchaka_yoga_from_jd_place	ruchaka_yoga	general_yoga	ruchaka_yoga_from_jd_place	jd_place	lagna					and+or				bool	Active	ruchaka_yoga	src/jhora/horoscope/chart/yoga.py:339-342	YD900
src/jhora/horoscope/chart/yoga.py	ruchaka_yoga	ruchaka_yoga	general_yoga	ruchaka_yoga	chart_1d	lagna		p_to_h = utils.get_planet_to_house_dict_from_chart(chart_1d) | yoga_planet_zodiac = p_to_h[yoga_planet] | _yoga_houses = [const.HOUSE_1,const.HOUSE_4,const.HOUSE_7,const.HOUSE_10]	yoga_zodiacs = [const.ARIES, const.SCORPIO, const.CAPRICORN]		and+or				bool	Active	ruchaka_yoga	src/jhora/horoscope/chart/yoga.py:343-351	YD900
src/jhora/horoscope/chart/yoga.py	bhadra_yoga_from_planet_positions	bhadra_yoga	general_yoga	bhadra_yoga_from_planet_positions	planet_positions	lagna		h_to_p = utils.get_house_planet_list_from_planet_positions(planet_positions)			and+or				bool	Active	bhadra_yoga	src/jhora/horoscope/chart/yoga.py:352-355	YD900
src/jhora/horoscope/chart/yoga.py	bhadra_yoga_from_jd_place	bhadra_yoga	general_yoga	bhadra_yoga_from_jd_place	jd_place	lagna					and+or				bool	Active	bhadra_yoga	src/jhora/horoscope/chart/yoga.py:356-359	YD900
src/jhora/horoscope/chart/yoga.py	bhadra_yoga	bhadra_yoga	general_yoga	bhadra_yoga	chart_1d	lagna		p_to_h = utils.get_planet_to_house_dict_from_chart(chart_1d) | yoga_planet_zodiac = p_to_h[yoga_planet] | _yoga_houses = [const.HOUSE_1,const.HOUSE_4,const.HOUSE_7,const.HOUSE_10]	yoga_zodiacs = [const.GEMINI, const.VIRGO]		and+or				bool	Active	bhadra_yoga	src/jhora/horoscope/chart/yoga.py:360-368	YD900
src/jhora/horoscope/chart/yoga.py	sasa_yoga_from_jd_place	sasa_yoga	general_yoga	sasa_yoga_from_jd_place	jd_place	lagna					and+or				bool	Active	sasa_yoga	src/jhora/horoscope/chart/yoga.py:369-372	YD900
src/jhora/horoscope/chart/yoga.py	sasa_yoga_from_planet_positions	sasa_yoga	general_yoga	sasa_yoga_from_planet_positions	planet_positions	lagna		h_to_p = utils.get_house_planet_list_from_planet_positions(planet_positions)			and+or				bool	Active	sasa_yoga	src/jhora/horoscope/chart/yoga.py:373-376	YD900
src/jhora/horoscope/chart/yoga.py	sasa_yoga	sasa_yoga	general_yoga	sasa_yoga	chart_1d	lagna		p_to_h = utils.get_planet_to_house_dict_from_chart(chart_1d) | yoga_planet_zodiac = p_to_h[yoga_planet] | _yoga_houses = [const.HOUSE_1,const.HOUSE_4,const.HOUSE_7,const.HOUSE_10]	yoga_zodiacs = [const.CAPRICORN, const.AQUARIUS, const.LIBRA]		and+or				bool	Active	sasa_yoga	src/jhora/horoscope/chart/yoga.py:377-385	YD900
src/jhora/horoscope/chart/yoga.py	maalavya_yoga_from_planet_positions	maalavya_yoga	general_yoga	maalavya_yoga_from_planet_positions	planet_positions	lagna		chart_1d = utils.get_house_planet_list_from_planet_positions(planet_positions)			and+or				bool	Active	maalavya_yoga	src/jhora/horoscope/chart/yoga.py:386-389	YD900
src/jhora/horoscope/chart/yoga.py	maalavya_yoga	maalavya_yoga	general_yoga	maalavya_yoga	chart_1d	lagna		p_to_h = utils.get_planet_to_house_dict_from_chart(chart_1d) | yoga_planet_zodiac = p_to_h[yoga_planet] | _yoga_houses = [const.HOUSE_1,const.HOUSE_4,const.HOUSE_7,const.HOUSE_10]	yoga_zodiacs = [const.TAURUS, const.PISCES, const.LIBRA]		and+or				bool	Active	maalavya_yoga	src/jhora/horoscope/chart/yoga.py:390-398	YD900
src/jhora/horoscope/chart/yoga.py	maalavya_yoga_from_jd_place	maalavya_yoga	general_yoga	maalavya_yoga_from_jd_place	jd_place	lagna					and+or				bool	Active	maalavya_yoga	src/jhora/horoscope/chart/yoga.py:399-402	YD900
src/jhora/horoscope/chart/yoga.py	hamsa_yoga_from_planet_positions	hamsa_yoga	general_yoga	hamsa_yoga_from_planet_positions	planet_positions	lagna		chart_1d = utils.get_house_planet_list_from_planet_positions(planet_positions)			and+or				bool	Active	hamsa_yoga	src/jhora/horoscope/chart/yoga.py:403-406	YD900
src/jhora/horoscope/chart/yoga.py	hamsa_yoga	hamsa_yoga	general_yoga	hamsa_yoga	chart_1d	lagna		p_to_h = utils.get_planet_to_house_dict_from_chart(chart_1d) | yoga_planet_zodiac = p_to_h[yoga_planet] | _yoga_houses = [const.HOUSE_1,const.HOUSE_4,const.HOUSE_7,const.HOUSE_10]	yoga_zodiacs = [const.SAGITTARIUS, const.PISCES, const.CANCER]		and+or				bool	Active	hamsa_yoga	src/jhora/horoscope/chart/yoga.py:407-415	YD900
src/jhora/horoscope/chart/yoga.py	hamsa_yoga_from_jd_place	hamsa_yoga	general_yoga	hamsa_yoga_from_jd_place	jd_place	lagna					and+or				bool	Active	hamsa_yoga	src/jhora/horoscope/chart/yoga.py:416-419	YD900
src/jhora/horoscope/chart/yoga.py	rajju_yoga_from_planet_positions	rajju_yoga	general_yoga	rajju_yoga_from_planet_positions	planet_positions	mixed		chart_1d = utils.get_house_planet_list_from_planet_positions(planet_positions)	""""""" BVR-98 Rajju Yoga: all the planets are exclusively in movable signs """""""		direct				bool	Active	rajju_yoga	src/jhora/horoscope/chart/yoga.py:421-424	YD900
src/jhora/horoscope/chart/yoga.py	rajju_yoga	rajju_yoga	general_yoga	rajju_yoga	chart_1d	sun		p_to_h = utils.get_planet_to_house_dict_from_chart(chart_1d) | _rajju_yoga = all(p_to_h[p] in movable_signs for p in SUN_TO_KETU)	""""""" BVR-98 Rajju Yoga: all the planets are exclusively in movable signs """""" | _rajju_yoga = all(p_to_h[p] in movable_signs for p in SUN_TO_KETU)"		all				bool	Active	rajju_yoga	src/jhora/horoscope/chart/yoga.py:425-429	YD900
src/jhora/horoscope/chart/yoga.py	rajju_yoga_from_jd_place	rajju_yoga	general_yoga	rajju_yoga_from_jd_place	jd_place	mixed			""""""" BVR-98 Rajju Yoga: all the planets are exclusively in movable signs """""""		direct				bool	Active	rajju_yoga	src/jhora/horoscope/chart/yoga.py:430-433	YD900
src/jhora/horoscope/chart/yoga.py	musala_yoga_from_planet_positions	musala_yoga	general_yoga	musala_yoga_from_planet_positions	planet_positions	mixed		chart_1d = utils.get_house_planet_list_from_planet_positions(planet_positions)	""""""" BVR-99 Musala Yoga: all the planets are exclusively in fixed signs """""""		direct				bool	Active	musala_yoga	src/jhora/horoscope/chart/yoga.py:434-437	YD900
src/jhora/horoscope/chart/yoga.py	musala_yoga	musala_yoga	general_yoga	musala_yoga	chart_1d	sun		p_to_h = utils.get_planet_to_house_dict_from_chart(chart_1d) | _musala_yoga = all(p_to_h[p] in fixed_signs for p in SUN_TO_KETU)	""""""" BVR-99 Musala Yoga: all the planets are exclusively in fixed signs """""" | _musala_yoga = all(p_to_h[p] in fixed_signs for p in SUN_TO_KETU)"		all				bool	Active	musala_yoga	src/jhora/horoscope/chart/yoga.py:438-442	YD900
src/jhora/horoscope/chart/yoga.py	musala_yoga_from_jd_place	musala_yoga	general_yoga	musala_yoga_from_jd_place	jd_place	mixed			""""""" BVR-99 Musala Yoga: all the planets are exclusively in fixed signs """""""		direct				bool	Active	musala_yoga	src/jhora/horoscope/chart/yoga.py:443-446	YD900
src/jhora/horoscope/chart/yoga.py	nala_yoga_from_planet_positions	nala_yoga	general_yoga	nala_yoga_from_planet_positions	planet_positions	mixed		chart_1d = utils.get_house_planet_list_from_planet_positions(planet_positions)	""""""" BVR-100 Nala Yoga: all the planets are exclusively in dual signs, """""""		direct				bool	Active	nala_yoga	src/jhora/horoscope/chart/yoga.py:447-450	YD900
src/jhora/horoscope/chart/yoga.py	nala_yoga	nala_yoga	general_yoga	nala_yoga	chart_1d	sun		p_to_h = utils.get_planet_to_house_dict_from_chart(chart_1d) | _nala_yoga = all(p_to_h[p] in dual_signs for p in SUN_TO_KETU)	""""""" BVR-100 Nala Yoga: all the planets are exclusively in dual signs, """""" | _nala_yoga = all(p_to_h[p] in dual_signs for p in SUN_TO_KETU)"		all				bool	Active	nala_yoga	src/jhora/horoscope/chart/yoga.py:451-455	YD900
src/jhora/horoscope/chart/yoga.py	nala_yoga_from_jd_place	nala_yoga	general_yoga	nala_yoga_from_jd_place	jd_place	mixed			""""""" BVR-100 Nala Yoga: all the planets are exclusively in dual signs, """""""		direct				bool	Active	nala_yoga	src/jhora/horoscope/chart/yoga.py:456-459	YD900
src/jhora/horoscope/chart/yoga.py	srik_yoga_from_jd_place	srik_yoga	general_yoga	srik_yoga_from_jd_place	jd_place	mixed					direct				bool	Active	srik_yoga	src/jhora/horoscope/chart/yoga.py:461-463	YD900
src/jhora/horoscope/chart/yoga.py	maalaa_yoga_from_jd_place	maalaa_yoga	general_yoga	maalaa_yoga_from_jd_place	jd_place	lagna		h_to_p = utils.get_house_planet_list_from_planet_positions(planet_positions) | p_to_h = utils.get_planet_to_house_dict_from_chart(h_to_p) | lagna_house = p_to_h[const._ascendant_symbol]			any				bool	Active	maalaa_yoga	src/jhora/horoscope/chart/yoga.py:464-477	YD900
src/jhora/horoscope/chart/yoga.py	srik_yoga_from_planet_positions	srik_yoga	general_yoga	srik_yoga_from_planet_positions	planet_positions	mixed					direct				bool	Active	srik_yoga	src/jhora/horoscope/chart/yoga.py:478-480	YD900
src/jhora/horoscope/chart/yoga.py	maalaa_yoga_from_planet_positions	maalaa_yoga	general_yoga	maalaa_yoga_from_planet_positions	planet_positions	mixed		chart_1d = utils.get_house_planet_list_from_planet_positions(planet_positions)			direct				bool	Active	maalaa_yoga	src/jhora/horoscope/chart/yoga.py:481-484	YD900
src/jhora/horoscope/chart/yoga.py	srik_yoga	srik_yoga	general_yoga	srik_yoga	chart_1d	mixed					direct				bool	Active	srik_yoga	src/jhora/horoscope/chart/yoga.py:485-487	YD900
src/jhora/horoscope/chart/yoga.py	maalaa_yoga	maalaa_yoga	general_yoga	maalaa_yoga	chart_1d	lagna		p_to_h = utils.get_planet_to_house_dict_from_chart(chart_1d) | lagna_house = p_to_h[const._ascendant_symbol] | kendra_houses = quadrants_of_the_house(lagna_house)			any				bool	Active	maalaa_yoga	src/jhora/horoscope/chart/yoga.py:488-504	YD900
src/jhora/horoscope/chart/yoga.py	sarpa_yoga_from_jd_place	sarpa_yoga	general_yoga	sarpa_yoga_from_jd_place	jd_place	lagna		h_to_p = utils.get_house_planet_list_from_planet_positions(planet_positions) | p_to_h = utils.get_planet_to_house_dict_from_chart(h_to_p) | lagna_house = p_to_h[const._ascendant_symbol]			any				bool	Active	sarpa_yoga	src/jhora/horoscope/chart/yoga.py:505-518	YD900
src/jhora/horoscope/chart/yoga.py	sarpa_yoga	sarpa_yoga	general_yoga	sarpa_yoga	chart_1d	lagna		p_to_h = utils.get_planet_to_house_dict_from_chart(chart_1d) | lagna_house = p_to_h[const._ascendant_symbol] | kendra_houses = quadrants_of_the_house(lagna_house)			any				bool	Active	sarpa_yoga	src/jhora/horoscope/chart/yoga.py:519-530	YD900
src/jhora/horoscope/chart/yoga.py	sarpa_yoga_from_planet_positions	sarpa_yoga	general_yoga	sarpa_yoga_from_planet_positions	planet_positions	lagna		chart_1d = utils.get_house_planet_list_from_planet_positions(planet_positions)			direct				bool	Active	sarpa_yoga	src/jhora/horoscope/chart/yoga.py:531-534	YD900
src/jhora/horoscope/chart/yoga.py	gadaa_yoga_from_planet_positions	gadaa_yoga	general_yoga	gadaa_yoga_from_planet_positions	planet_positions	lagna		chart_1d = utils.get_house_planet_list_from_planet_positions(planet_positions)			direct				bool	Active	gadaa_yoga	src/jhora/horoscope/chart/yoga.py:536-539	YD900
src/jhora/horoscope/chart/yoga.py	gadaa_yoga	gadaa_yoga	general_yoga	gadaa_yoga	chart_1d	mixed		p_to_h = utils.get_planet_to_house_dict_from_chart(chart_1d) | asc_house = p_to_h[const._ascendant_symbol] | quadrant_houses = [const.HOUSE_1, const.HOUSE_4, const.HOUSE_7, const.HOUSE_10]			direct				bool	Active	gadaa_yoga	src/jhora/horoscope/chart/yoga.py:540-548	YD900
src/jhora/horoscope/chart/yoga.py	gadaa_yoga_from_jd_place	gadaa_yoga	general_yoga	gadaa_yoga_from_jd_place	jd_place	lagna					direct				bool	Active	gadaa_yoga	src/jhora/horoscope/chart/yoga.py:549-552	YD900
src/jhora/horoscope/chart/yoga.py	sakata_yoga_from_planet_positions	sakata_yoga	general_yoga	sakata_yoga_from_planet_positions	planet_positions	lagna		""""""" BVR-82 Sakata Yoga: If all the planets occupy 1st and 7th houses from lagna """""" | chart_1d = utils.get_house_planet_list_from_planet_positions(planet_positions)"			and				bool	Active	sakata_yoga	src/jhora/horoscope/chart/yoga.py:553-556	YD900
src/jhora/horoscope/chart/yoga.py	sakata_yoga	sakata_yoga	general_yoga	sakata_yoga	chart_1d	mixed		""""""" BVR-82 Sakata Yoga: If all the planets occupy 1st and 7th houses from lagna """""" | p_to_h = utils.get_planet_to_house_dict_from_chart(chart_1d) | asc_house = p_to_h[const._ascendant_symbol]"			and				bool	Active	sakata_yoga	src/jhora/horoscope/chart/yoga.py:557-564	YD900
src/jhora/horoscope/chart/yoga.py	sakata_yoga_from_jd_place	sakata_yoga	general_yoga	sakata_yoga_from_jd_place	jd_place	lagna		""""""" BVR-82 Sakata Yoga: If all the planets occupy 1st and 7th houses from lagna """""""			and				bool	Active	sakata_yoga	src/jhora/horoscope/chart/yoga.py:565-568	YD900
